property_id,price
d56159653f5d2abc5ed5acd7,1251020213.0158732
735deef3382aa15930482f3e,820711843.9789536
7d3220a91e78f8bc2924d1cd,920353614.2599999
d3054072b2175deec2c1f8dc,421414563.0340333
b7574b06d593fca4eac59815,421460267.06553334
79e822115c5c1a4531366001,509930287.98499995
dfc4f3facf91bbd93ee0fa4d,399685952.60473335
385fee7bd9ad7722d45dd034,428156892.4181333
87199c236bf22903d1aafdd0,487837106.5906666
907f968e78d748fde69dd44f,565830324.8315668
be094e5db0f784e3aa013aae,449690713.2853142
7ab96f83915bc84f8c03c1bd,396894131.2016332
07f4aa9b9ff5b0b05d31e6c0,876014851.9333334
5f6ad58df27b562db077b5ce,849738260.8666667
22d6cb11333f2839b8112b89,1085133766.6666665
451744cf3ce55a98db8a3562,514471932.1999998
1338e58f7dcebf5a1ea59388,743671575.1103528
a817e8da0ada143ac87277ee,449499210.5315525
46d8bb3e9a0ca584d3c7a317,468107392.18840003
b2506aa9463aebf01e1e00ca,392777598.88780004
7ec025b9b6e6f33bf65af41b,403605709.441
2ff531e27672ecd2362eed55,627361372.5154334
9b3cf0d1b91b9c6a2a887647,462394365.4326667
7db5291ce4602d9b2b266872,541491793.3013334
65d5918e826c33bb950fc008,620972774.9064997
855f4b67d2bd6d18fd03d8e7,585003415.1266668
9ff06409b37e5b5dece4604a,691748836.1984665
0508cd7bd2c77ebb6fea1e56,740326785.1134334
b45fff2e718e54772d46a3fd,865523773.5973331
cf4d2297b73dbc357d21e31b,589611476.1035396
0ada7044c5b29925abc90879,669078243.8222333
6305f02255274ab5fb6bd39c,886310078.8661336
d9a94194ae1350512beff3e6,901768647.0666668
f03400cc18e12903b3ffbe5a,1119638266.6666665
d63ebc63c82fbf66d8b6ffd3,929489428.5714283
1bd64811bd59706844230198,925734366.6666662
a83921284639eedd4a511cb6,961478500
a2f3f7a1cd573e2a33f52e2d,916716959.7786666
47344a66471fa51f61c64652,1038871480.0000001
78fd849c9429091347d7e5c9,947151728
52864916eb1984abca41ec66,1364077776.1904762
c62494a9d7aede44f2f84023,1049617566.6666666
a2b576643f7a032371587e5e,1044969376.4247663
e53bc68f0e97ccead24f3e56,507716239.61100006
fd82c710aad91bc90af490fe,555660579.2173332
ab388cb4fa511968783bafee,388753893.3905
6a4f08cd04d558a56af732d9,542125605.0028332
a493488dcd906dc74cf8a604,898619345.0000001
7844b0b2bc65dced90a355c6,965083366.6666665
c1976383069b6b82ab29d092,538850123.0662476
e5cfd99e2308b7b73581dbdc,517199053.5531665
c18c2ea88f4ac53970b53d2c,511121409.92000014
842c9f0e4edf1e5a672ce15e,973503958.6666665
79e643789a85dc4ffad49a25,731725959.1562965
a446507813234e358db8b573,736827915.4
