property_id,price
d56159653f5d2abc5ed5acd7,828976610.1269425
735deef3382aa15930482f3e,632784324.7021426
7d3220a91e78f8bc2924d1cd,842514754.7124101
d3054072b2175deec2c1f8dc,429464204.7327647
b7574b06d593fca4eac59815,429432112.9366168
79e822115c5c1a4531366001,498047016.85843444
dfc4f3facf91bbd93ee0fa4d,510976699.88201076
385fee7bd9ad7722d45dd034,552867734.8165596
87199c236bf22903d1aafdd0,556425381.0627722
907f968e78d748fde69dd44f,657408397.6195517
be094e5db0f784e3aa013aae,565896930.5936195
7ab96f83915bc84f8c03c1bd,419739224.678207
07f4aa9b9ff5b0b05d31e6c0,778340161.1394845
5f6ad58df27b562db077b5ce,766623177.4682261
22d6cb11333f2839b8112b89,929997226.6943164
451744cf3ce55a98db8a3562,648698422.655831
1338e58f7dcebf5a1ea59388,595337763.2047081
a817e8da0ada143ac87277ee,599156444.2354567
46d8bb3e9a0ca584d3c7a317,566116190.9337835
b2506aa9463aebf01e1e00ca,389062694.56789714
7ec025b9b6e6f33bf65af41b,492412943.9011952
2ff531e27672ecd2362eed55,701092853.2821357
9b3cf0d1b91b9c6a2a887647,554342757.0237442
7db5291ce4602d9b2b266872,478691595.85737216
65d5918e826c33bb950fc008,703569233.2630167
855f4b67d2bd6d18fd03d8e7,642356972.5776912
9ff06409b37e5b5dece4604a,702470975.3571708
0508cd7bd2c77ebb6fea1e56,693221270.6636615
b45fff2e718e54772d46a3fd,706072491.4904865
cf4d2297b73dbc357d21e31b,706870106.5564889
0ada7044c5b29925abc90879,700859525.6581557
6305f02255274ab5fb6bd39c,702176337.1475928
d9a94194ae1350512beff3e6,780097457.8622309
f03400cc18e12903b3ffbe5a,918833000.778705
d63ebc63c82fbf66d8b6ffd3,681214923.0475707
1bd64811bd59706844230198,929693625.4364767
a83921284639eedd4a511cb6,773989303.375771
a2f3f7a1cd573e2a33f52e2d,839638058.1719348
47344a66471fa51f61c64652,827804580.9163991
78fd849c9429091347d7e5c9,838418617.9751271
52864916eb1984abca41ec66,886326110.7453859
c62494a9d7aede44f2f84023,678518972.9815726
a2b576643f7a032371587e5e,827132106.3705474
e53bc68f0e97ccead24f3e56,529332617.1096407
fd82c710aad91bc90af490fe,650300471.6707956
ab388cb4fa511968783bafee,420257736.6535654
6a4f08cd04d558a56af732d9,571449423.6797608
a493488dcd906dc74cf8a604,756337974.9516385
7844b0b2bc65dced90a355c6,829480394.3472302
c1976383069b6b82ab29d092,661364282.517799
e5cfd99e2308b7b73581dbdc,516241403.0701369
c18c2ea88f4ac53970b53d2c,654263211.4862871
842c9f0e4edf1e5a672ce15e,842318037.534069
79e643789a85dc4ffad49a25,726194457.970079
a446507813234e358db8b573,629943331.9487725
c8ef57ddfb35061d1876f94e,773027179.0181513
360be0df2c003005e3db080e,835712574.1159239
9ab245a4c91877cb7a8661ce,829278322.3952836
ceba7d0f56f6cb03538962fb,642235706.6927495
d37a1dda09e30da13ff5bfc3,631945823.5694811
68a8b8d077a8232723bf37e9,767570201.8937116
e1eea7716ca6490b7640717a,774796000.3999674
