property_id,price
d56159653f5d2abc5ed5acd7,804296744.8906128
735deef3382aa15930482f3e,627723523.0074568
7d3220a91e78f8bc2924d1cd,807678452.6842729
d3054072b2175deec2c1f8dc,408184293.4558997
b7574b06d593fca4eac59815,408184293.4558997
79e822115c5c1a4531366001,493898802.41188914
dfc4f3facf91bbd93ee0fa4d,503216600.6327394
385fee7bd9ad7722d45dd034,546637473.076344
87199c236bf22903d1aafdd0,548891944.9387841
907f968e78d748fde69dd44f,658325374.1365545
be094e5db0f784e3aa013aae,576112088.2742218
7ab96f83915bc84f8c03c1bd,400293641.9373597
07f4aa9b9ff5b0b05d31e6c0,764257580.240668
5f6ad58df27b562db077b5ce,760875872.4470081
22d6cb11333f2839b8112b89,873691009.4384385
451744cf3ce55a98db8a3562,653696915.1116778
1338e58f7dcebf5a1ea59388,588811594.288732
a817e8da0ada143ac87277ee,588811594.288732
46d8bb3e9a0ca584d3c7a317,573030291.2516519
b2506aa9463aebf01e1e00ca,338790028.908074
7ec025b9b6e6f33bf65af41b,488143107.4557924
2ff531e27672ecd2362eed55,697117787.5552825
9b3cf0d1b91b9c6a2a887647,547764709.0075641
7db5291ce4602d9b2b266872,464424187.2140114
65d5918e826c33bb950fc008,697117787.5552825
855f4b67d2bd6d18fd03d8e7,629977994.8698968
9ff06409b37e5b5dece4604a,697117787.5552825
0508cd7bd2c77ebb6fea1e56,692608843.8304024
b45fff2e718e54772d46a3fd,697117787.5552825
cf4d2297b73dbc357d21e31b,695990551.6240624
0ada7044c5b29925abc90879,697117787.5552825
6305f02255274ab5fb6bd39c,694863315.6928425
d9a94194ae1350512beff3e6,764257580.240668
f03400cc18e12903b3ffbe5a,873691009.4384385
d63ebc63c82fbf66d8b6ffd3,670017159.5198414
1bd64811bd59706844230198,872563773.5072186
a83921284639eedd4a511cb6,806551216.7530528
a2f3f7a1cd573e2a33f52e2d,804296744.8906128
47344a66471fa51f61c64652,804296744.8906128
78fd849c9429091347d7e5c9,807678452.6842729
52864916eb1984abca41ec66,859036942.3325784
