property_id,price
d56159653f5d2abc5ed5acd7,888403864.5250158
735deef3382aa15930482f3e,659877526.3222736
7d3220a91e78f8bc2924d1cd,832788981.8030668
d3054072b2175deec2c1f8dc,403290544.8304908
b7574b06d593fca4eac59815,403290544.8304908
79e822115c5c1a4531366001,430274441.6177725
dfc4f3facf91bbd93ee0fa4d,379079257.7905186
385fee7bd9ad7722d45dd034,526943306.41616684
87199c236bf22903d1aafdd0,439752952.105253
907f968e78d748fde69dd44f,584693926.639551
be094e5db0f784e3aa013aae,472662195.22655296
7ab96f83915bc84f8c03c1bd,398057399.4454762
07f4aa9b9ff5b0b05d31e6c0,904824177.5895925
5f6ad58df27b562db077b5ce,1153611585.6857824
22d6cb11333f2839b8112b89,1127975838.3703003
451744cf3ce55a98db8a3562,444505080.26829994
1338e58f7dcebf5a1ea59388,452652205.8840871
a817e8da0ada143ac87277ee,452652205.8840871
46d8bb3e9a0ca584d3c7a317,376888990.63105416
b2506aa9463aebf01e1e00ca,339066661.4663682
7ec025b9b6e6f33bf65af41b,422093719.8139341
2ff531e27672ecd2362eed55,682501878.1544508
9b3cf0d1b91b9c6a2a887647,466691405.4274964
7db5291ce4602d9b2b266872,417140816.9749982
65d5918e826c33bb950fc008,682501878.1544508
855f4b67d2bd6d18fd03d8e7,727205260.9925929
9ff06409b37e5b5dece4604a,682501878.1544508
0508cd7bd2c77ebb6fea1e56,591220602.1210452
b45fff2e718e54772d46a3fd,682501878.1544508
cf4d2297b73dbc357d21e31b,586236355.5983603
0ada7044c5b29925abc90879,682501878.1544508
6305f02255274ab5fb6bd39c,563527463.2903445
d9a94194ae1350512beff3e6,739751045.6930937
f03400cc18e12903b3ffbe5a,915441158.9086617
d63ebc63c82fbf66d8b6ffd3,824777273.0533531
1bd64811bd59706844230198,1030136525.7201861
a83921284639eedd4a511cb6,865692888.0468942
a2f3f7a1cd573e2a33f52e2d,907137674.2151077
47344a66471fa51f61c64652,907137674.2151077
78fd849c9429091347d7e5c9,918136276.9338877
52864916eb1984abca41ec66,1393081860.8058608
c62494a9d7aede44f2f84023,824777273.0533531
a2b576643f7a032371587e5e,814970287.4525347
e53bc68f0e97ccead24f3e56,400349551.9085922
fd82c710aad91bc90af490fe,607023611.7358698
ab388cb4fa511968783bafee,386741309.05607146
6a4f08cd04d558a56af732d9,444721945.53110135
a493488dcd906dc74cf8a604,785251995.4937596
7844b0b2bc65dced90a355c6,777654298.4947451
c1976383069b6b82ab29d092,425529207.2302554
e5cfd99e2308b7b73581dbdc,409070780.0440476
c18c2ea88f4ac53970b53d2c,415219834.70267504
842c9f0e4edf1e5a672ce15e,865426031.9331573
79e643789a85dc4ffad49a25,783579224.1151142
a446507813234e358db8b573,534240808.4979017
c8ef57ddfb35061d1876f94e,865426031.9331573
360be0df2c003005e3db080e,844469327.7024193
9ab245a4c91877cb7a8661ce,844469327.7024193
ceba7d0f56f6cb03538962fb,598107956.4511719
d37a1dda09e30da13ff5bfc3,672923332.0040967
68a8b8d077a8232723bf37e9,1057692268.4254581
e1eea7716ca6490b7640717a,616384620.7867945
4ae6d75b10848d259ecba576,526981383.9640784
84a2673eccd3cf3bd7fd3eb0,1447222993.630476
f2f4e6cbafe527b155707f01,844469327.7024193
de2e3a592cda5b76c9573c5c,868463837.6151102
e6f312a0877af26b69855a3d,963498964.2892259
64593641e470908ef23b46cb,963498964.2892259
ce9f2f0071be658ae75ca6f9,1296575664.969184
9ab385e399a4673732b6a799,941716500.1396683
3429c774b736cefc051e2c55,603788260.3342524
a51ad0372758b2bbfe73f8fd,504463487.67589986
ca2f81b8fb6fda20aefb0ccb,715706508.8103507
3c1b1f86087f9b99380e387c,684175368.4272918
7eb991f4c69215377e4dac8f,880548018.9806465
0d130b8bea4321300396fa34,1040863205.4774247
112dce80bf512f3f24391d23,431724729.64435005
d555b82c192794e87e9d536f,642516408.8742434
a787382d96ef9fce8f27bc70,827952994.5160655
8c3aa295f7bcfd9a43eb2037,855903000.300931
13ac95652fb3cf6c43dafc66,418335345.6017045
42fc6a80b882c32f6264ac10,422995415.7758309
1e9c53e09220d689a0210ab9,339499356.94751006
3348706086aa3db5c92259c3,455812494.0355068
66d402a9b7d05f29282ddb00,438981794.78799146
30b3f38716be209a894b0942,358120851.26645356
dd206b6ea2d7f6555109ea39,380820060.64619577
c641febd8bc2ece3e4d2d8b6,510923989.7104919
c11fdc02a288af0572a2bca1,909062066.0074992
35dc60a65969b264ab283d6d,380820060.64619577
7e8dfae9a5f1faf8afa706f7,404773186.2834757
85524880fdc4e4daf90e96fd,450968702.3532927
f361109d06f6609c16724b39,620073328.4917696
3f6b2f0c0876c21755369cb6,557935174.3419951
de26819064a290ce78d8fcc1,441777253.57731926
782b0fb8641849c2c34291e6,422977786.1366165
54933f8b33a4fd6f031ed5be,635520528.3932881
357e2add3d68167a4f3ce15e,635520528.3932881
90332d50e91925eb9b614bef,834070002.2046084
a0d5001f7dd42d7f0c91d2a9,494209125.8592441
d4439c35bcb88e1490916c67,485740025.2165774
4a73dad0ff8a5262e8b07c4b,1169591801.423864
3dd8085a65f24b497ea59557,940353734.5706402
39ef085809bc80e32e7b6af6,659607343.0783443
b98ee16e8fd7d1c75a9da13c,1018693351.4485763
16deb26bf740fa61e258f545,917343146.7810172
732a3bd457d7798e1fd892f6,981064081.082787
cac7e7c3e13af91bdc7107e8,1001405533.1938457
15fb97d6a43731d61e95d004,956454269.2981395
b93f2864087d41c3c92d43c3,1277765159.085359
cd4656aed92f5c0a0b6b7c0c,1220745972.150072
556210496090b42ac10cf1b8,814970287.4525347
762979729fb21e56a32ed14e,814970287.4525347
ea935b76abe664d5e2c4736f,563527463.2903445
40e9ef1e7c6749b7a8d04ea9,563527463.2903445
058265732a484ac8d5497f5c,586236355.5983603
cafe7c1ee67458e05c84d5fb,682501878.1544508
c14f644116669a160446a945,377319258.2710324
de585856ff546e00a5a4672e,628873126.1206936
7a80663cae7c191b5d025fa0,362470965.7827429
71f80198e68fbba902650b1a,397154765.19618136
f3523e0626df8cea803ead0f,356005961.0498979
619abd5f978b1573761be86d,452652205.8840871
17a2323b855e93533a9f09f2,466691405.4274964
38e8630f2c05ea38e2257c21,668302395.5369526
1e3798d739f85ee0e5a314ca,540744453.0002217
46d0544f411bbfb6b452858c,558606782.0412973
605e7a71eecb13b23ffca0c1,471277402.6416442
7515b37b7ae7c62f3dafbe7d,507998148.79940563
28be121ada9c9303be802474,668302395.5369526
331d54f8a1bd3dabce73d6d9,668302395.5369526
22d167639ccaace593dffa31,727205260.9925929
db924733e88c361cdfab874a,672689027.2587004
64eea2e9a13a8edfe8ac7027,821782561.2484934
97fe6eeed892111bfa20255b,824777273.0533531
dd59b8122458557041903207,616393728.8424158
b35c58fc1c05a77433025318,937796463.2526777
96b3ea80cce599b68f96f86e,916266690.7994492
16e62269e6aa2ea052d05f71,735146842.4771069
518b37b51f824fa0fb5075d3,824777273.0533531
57deff02895d5286eda10d89,821782561.2484934
10a650e8cb5425c97f08f68a,937796463.2526777
35ce37bbecac6b164fa21e6c,705382176.7651635
28e748e7aa0a447731e06706,821782561.2484934
2233f50cf7b04791cf1ddeaa,907137674.2151077
d8dc9de06461e0220bc55906,538437892.9604999
d988975f8c4e6ee8fd8dc1e1,1157872344.823909
bab884e0f99df269805e83a4,1265326185.3568778
8fa9b20af1508af7a01e2267,882672892.731922
b6f195d44ddbe10b78b97191,468010354.20693254
2ab0eeac4a228d5769fb4365,497322631.31518763
347a4deda03bfdde6d1c163d,606150126.7138479
17230f18b30b94606fea047d,414117163.78472036
eab4ae491bbbe7b8ab107229,658576723.6483107
07c753474a847bf2bccd55b7,589236390.2090952
b7ce05400f0261743073e072,733190622.0607386
4a33d213841d2af537aa967a,589236390.2090952
a01a51af09a3dc387a18b58c,366504750.0556362
270b930a9e22d5016ffa4019,1108536348.0381956
5ed1320fe84a518e267ff537,1060658021.8607981
f04b574dc221473cfd616e22,569716286.7653861
776d4a19fb3852fe6dcd3ddb,418027458.9402044
b7f164b79658952248866c34,457298688.7611096
aafeff5826516e363471e439,370035979.6937067
eba6a2b80a17a846ae560ece,484723069.48190475
90e62f8656ae504bf6175e0d,465261074.41120183
372d67ccb9d251e290891f0a,407549800.7831428
a7801c67a0ddd71c50ba38d3,386741309.05607146
e4d6b81f169cab8ea0244d75,526981383.9640784
f7a7281a19733251134364fc,961766421.586551
a716ec25a219961fbe90f367,844469327.7024193
8bd45966c16d4eafb49ee2a2,1080598759.2252693
dbc123f9502159d660f375ca,1289403478.3593075
a4683facc81ccda10e9ae388,1296575664.969184
97fa4be3ed93c37c048f507c,451224753.0064664
cf184cc576effe39c0f857b8,566494528.883999
784f67fcb2d009d352740ed1,431724729.64435005
f4d6ce332121f814aa663fca,606013862.3791265
c87ae84ef029febca1e633e8,744566085.6898648
e876c6fd9c161861fb92ad5a,855903000.300931
ffc171cf73514bed077339a6,372206246.1060181
fba83f5feea2522888377066,423837391.11933887
1a593800d5785ecc36c25ead,942732375.4221835
f87f8003f15b0fbc12609514,818360104.9396181
cb083fa7ff634f424a351840,477809584.5532765
4f3c7b9bc78f882f858b3d3a,461244759.1753896
f5d852e25d51377686c43bc8,635520528.3932881
255914e9b13ad94efa6ed365,981064081.082787
5a8950a64b4aea4ac13dad45,1169591801.423864
70f51b4abf26651111305b1b,917343146.7810172
8919ca18fff7571002e440ec,896709123.5479122
f776a4e0c8c82b3d29756b34,956454269.2981395
7ea4af39a7e577ffbd600f0d,1112563550.9506135
45fc0d46c7a4df7ff6976fce,580688110.9456437
3503f56e09e639be4762ff2d,939758977.1584316
f70ac0d227db6f5333aa821e,939758977.1584316
20db610da64f80afc1621b12,473491872.2203652
c80ef212c870e2f20ed2234a,939758977.1584316
7dc68d5cac1b7fcdab35586e,370324560.7030343
a478fb93a131fee4119bb9f9,1161808509.2102418
7749b2b534213ec7b536372b,856196032.4259074
43e59f5312e304fc21c1e052,984636448.35143
82a7920524816f3db7f5a4ca,1254182164.4242425
1a7e331d9ff88ae5efafa8ea,669519232.2795055
a57350d4c79a415137281cb7,364357227.5507819
ba2423d79744d763aa3744f8,641124250.851076
1caac10c1121a795a172889b,1095550762.5923097
40768729f2697b87ed6519d1,1295320953.5638165
cd2e4dff930a1c7a1a569992,512323160.73558074
5bba6c40aeb129c433d2c58e,702279277.8030312
a379656c49f4cb1cfc5b3f03,569904104.0868336
dd610d7ece83bb02dcd7a22f,475887762.17305547
539467d04a2b3e78c592b11b,394209593.07483494
5561eab714583013b422e7d4,964111859.9747487
d9110b2b5b1c02766da9e24e,604989200.7730639
c72cf05b93b9c290c063b08b,964111859.9747487
d71cc157c0c43935989009f5,702279277.8030312
d23d12bd86def2657038a481,1040419121.5275538
ca438e13d8aa6285858da0aa,1398246976.1904762
a173eb804f4bcf6bfe889417,865830017.3296984
9b3677d498c2ccf69c756ec7,880768177.1957003
f8c787390e4c6d2e99fc7c3d,492080273.5442079
9fa39c9eb4b10a20dda6c3c2,786007225.2283747
7bc9022fa1eadbd9ab39acd9,537854049.5683055
46f0731f62232b32eb733dc3,702279277.8030312
b6767d1e329ff5e28c42f632,669307504.2959938
abde4b06769fcb1d5577fa7f,471142469.92745787
1496d159d31717ce254f67a7,669307504.2959938
3ac517f74dbf8cdc8feadfe8,569904104.0868336
8497f34947cb4c0ff18a0eaa,478912709.72997266
3b2936127f5a4684a1d3de22,1114656400.1383953
dab58562904cd13a93d913e1,759813287.8329345
69d1e47b6bdc57512f1838a5,865830017.3296984
31f6a25d56f3bb36386d07ae,964111859.9747487
bfb30ae71cdca27f5a5494c6,865830017.3296984
baacf0dbd690644d74f3a929,1203520116.6886668
cdcb874d2e62220d12230632,1341472749.240914
1421bdbd9cf7572b799b732c,1195268083.1529582
ee9e5adab1455d38edfcaa6e,1203520116.6886668
1fae43a9450fae02919962b9,741637270.489676
5f9ee280509afd55d24f39b7,950168411.3477407
82902f2082dd405ab538ff58,655855221.1692336
f4c6c3210a3c2eb935c6d5bb,1211945619.8412697
14a14706d405569501327924,472155994.97286046
146a5a4f3d111dc7b955ce42,677084139.4746509
99bdce7cdea643b0442976f5,839708749.6341888
733c7cdfd50db77066a67140,1204390794.4189975
de328410e22767c66d919423,720422182.9365366
dc722ea5c4d62773f9fb6bbc,483316053.52420735
31a3719e57ab1425e7267fad,557761933.1854634
34993717af3f861b9735df6e,848628377.9608254
543822711986a454cfd764e3,848628377.9608254
02d5bac2567ee9e19041ad42,880648519.7348201
f4897a8a0a911a2acfb8e8c7,875119384.8614737
b7c07f8afe037d55bddb8e41,390660791.20046824
7cd0c7174b957df1f004fc88,941716500.1396683
d03558acc19951a882bd568b,398500796.16021115
b8cca0d70fb46f3a31473e98,607051263.822435
b828609eff041a68fa243a12,588138614.834491
3f39a260b81dd7de1dff2b31,762307533.8874723
6ca31945172976c3a11732c6,537149023.4670234
ebab054e5f256bf4e382002a,867798922.452426
0838d0df248d723da4e25ea9,675998223.3355641
7a134e45b9ebe710c6c6efe6,911645490.8691099
6e9c7f27d6b89c5f9696fae6,384496117.61780465
fa2c1092f17ce021964f8953,1190396071.780422
cb626b981c0997d254388e76,347120180.97955686
155a8e4186d1626fdda4d0ee,595855101.0206221
d337476c2cfa780518523a6b,534843435.41259396
674c02227165e1c7189c54e4,834725661.9266335
17056748001fd65cb961b384,986447396.6412373
f56bca5bebfc765162c8cae0,882617093.0053331
5f4b0ec9c7452b888b33c3e8,457245091.19475895
13dbc077e552640736267a49,414234446.5939915
cb645955c851790e83e696a7,854752701.1604756
649cca8c83352caf7442f20a,1033200332.3957914
fc8836e71725949c5f3fa7f7,1033200332.3957914
4f431d80287051ca323f2c08,911652773.4495813
42defcc69fa22e4c858f3c24,1334049656.1310983
291a2f9022933c9d81311e81,834725661.9266335
d48a061a2040d851937413aa,867798922.452426
8c41bfacbc1a6ab831b26fa8,1071673487.6537639
c7214222fefdd8d2ad7f8f8f,867798922.452426
b3d9a095c9c73004643c9e78,986447396.6412373
d49aeae19e13909e75dda2b6,986447396.6412373
dd10dcc52d2549df85f2a8ec,631414824.0477483
6732b448d2e4f32679f235ad,1395340047.6190476
f08a5c2992cfee4c0910f68c,867798922.452426
e3a62f080c25f404ca995e06,911645490.8691099
7634d584c3042533942e2dc0,1222168114.718615
ae58dee872922a9c678dbfcc,896551520.4093957
5ec01e911785dbd5b49b166c,494695584.81272036
7acdaa0cee1ee62e15f4490b,647307372.62534
d76d5b14d0acc5295b8057e2,1012827839.098983
32f3364ac1fabdd13db1cfe5,772631242.3600225
8cab957b322f1aba06bae4ad,543275912.968089
e3dc8b417819e9afe3fc7d0d,506445586.9642589
c71fbecd8f7310c201adbf40,629853685.7134283
54c9bffcdc46819f67e4b3d1,731697299.3209543
4d94a2295f612b96264a0db8,958966714.911081
874f4a836cb74be301e068cd,921413809.6333858
a587c7419568288d68c46feb,1005418075.9115605
19994da77ce4f2db3efe6660,391817023.09164655
964b7d9de17c1ce396fb83fd,485064819.69991744
44f77a86369d6607753adc09,613183850.2994158
7f25471be85adf0baeb8ebbc,407271783.88092387
6859481703fb0cb34c1e564d,431734933.2079089
7ba0c14dce0cb09ef5735d9f,508943796.4679913
62cd6a29e98a5b7a5ad38050,511008069.8612667
9c6d7e6260e4fe83d43706d4,696565096.1325083
56dd1bc39664f8e9f316851b,836121079.6781201
2af941adae2e8dfd66542055,542655722.6309737
268f887f25d416dcd3c0c9c2,894779264.338791
4002635ca8b087877ad22d5b,924592177.5111834
